transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,waste_co2_monthly,clothing_co2_monthly,grocery_bill_monthly,energy_efficient,monthly_co2_kg
bicycle,0.93,chicken,0.15,coal,5.15,8,16000.0,45.47,23.33,241.0,1,297.75
bus,0.47,fish,0.15,grid_eu,3.68,0,0.0,51.96,24.17,69.0,0,116.75
bus,4.03,vegetables,0.9,coal,3.17,0,0.0,90.93,22.5,136.0,0,139.92
bus,5.3,dairy,0.75,natural_gas,5.03,8,16000.0,51.96,40.0,246.0,0,344.0
bus,60.87,chicken,0.15,coal,4.25,1,2000.0,8.66,11.67,276.0,1,103.5
car_diesel,290.97,chicken,0.15,natural_gas,3.33,1,2000.0,90.93,21.67,98.0,0,344.83
bicycle,0.07,chicken,0.15,natural_gas,4.37,0,0.0,17.32,36.67,221.0,0,134.42
bus,43.63,dairy,0.75,coal,5.26,8,16000.0,51.96,35.0,284.0,1,295.25
car_diesel,173.47,dairy,0.75,natural_gas,6.38,4,8000.0,4.33,1.67,191.0,1,176.33
bicycle,2.33,fish,0.15,coal,3.67,0,0.0,60.62,11.67,232.0,1,163.67
bus,28.57,vegetables,0.9,natural_gas,4.89,8,16000.0,30.31,27.5,151.0,0,217.58
car_petrol,269.9,vegetables,0.9,coal,3.33,1,2000.0,30.31,39.17,72.0,0,298.83
car_petrol,239.5,fish,0.15,grid_eu,5.94,4,8000.0,4.33,25.0,244.0,0,270.33
bus,28.3,vegetables,0.9,grid_eu,3.99,4,8000.0,25.98,20.83,201.0,0,149.33
car_petrol,247.63,dairy,0.75,coal,3.64,8,16000.0,34.64,0.83,269.0,0,460.08
car_diesel,315.33,chicken,0.15,coal,4.0,1,2000.0,15.16,38.33,294.0,0,297.92
bicycle,2.27,dairy,0.75,grid_eu,5.89,1,2000.0,4.33,23.33,60.0,0,80.58
bicycle,0.7,fish,0.15,natural_gas,3.98,1,2000.0,60.62,38.33,201.0,0,195.25
bus,56.53,dairy,0.75,coal,5.75,8,16000.0,25.98,11.67,267.0,1,235.83
car_ev,265.13,dairy,0.75,natural_gas,4.48,0,0.0,45.47,21.67,115.0,0,134.67
bicycle,2.3,dairy,0.75,coal,4.53,4,8000.0,106.09,31.67,73.0,0,277.17
bicycle,1.43,dairy,0.75,coal,3.24,0,0.0,25.98,30.83,189.0,0,145.25
bus,28.87,dairy,0.75,coal,4.53,1,2000.0,106.09,5.83,232.0,0,125.25
car_petrol,181.27,chicken,0.15,coal,4.84,8,16000.0,12.99,17.5,66.0,0,240.08
car_petrol,163.83,dairy,0.75,coal,3.28,8,16000.0,30.31,22.5,277.0,0,383.42
bicycle,2.7,dairy,0.75,coal,4.84,8,16000.0,12.99,36.67,72.0,1,210.17
bicycle,2.43,fish,0.15,coal,4.68,0,0.0,25.98,1.67,155.0,0,68.83
bus,47.07,vegetables,0.9,grid_eu,4.85,8,16000.0,34.64,20.83,236.0,1,236.92
car_petrol,97.0,dairy,0.75,coal,4.04,4,8000.0,21.65,36.67,193.0,0,232.67
bus,56.9,chicken,0.15,grid_eu,3.48,1,2000.0,4.33,23.33,281.0,1,136.92
bus,41.3,chicken,0.15,natural_gas,3.33,0,0.0,8.66,18.33,55.0,1,88.67
car_petrol,180.43,dairy,0.75,grid_eu,4.72,1,2000.0,2.17,19.17,73.0,1,124.58
bus,20.6,chicken,0.15,coal,3.88,8,16000.0,10.82,15.83,208.0,0,216.42
bus,39.67,dairy,0.75,coal,6.26,0,0.0,21.65,33.33,176.0,0,122.67
car_petrol,7.53,vegetables,0.9,grid_eu,4.63,1,2000.0,45.47,19.17,93.0,0,68.67
bus,46.63,chicken,0.15,coal,3.91,8,16000.0,75.78,39.17,75.0,1,302.5
bus,58.23,chicken,0.15,coal,4.8,1,2000.0,51.96,36.67,143.0,1,187.42
bus,41.73,chicken,0.15,coal,5.78,1,2000.0,12.99,40.83,141.0,0,171.0
car_ev,60.93,vegetables,0.9,natural_gas,3.77,4,8000.0,8.66,40.83,218.0,0,188.67
bicycle,0.43,fish,0.15,coal,5.42,8,16000.0,34.64,19.17,265.0,0,206.0
car_ev,204.13,chicken,0.15,coal,5.58,4,8000.0,4.33,15.83,159.0,0,177.83
bicycle,2.7,vegetables,0.9,grid_eu,4.21,8,16000.0,12.99,32.5,296.0,0,193.33
car_petrol,92.37,vegetables,0.9,coal,4.11,4,8000.0,10.82,25.0,78.0,0,215.08
bus,46.57,chicken,0.15,coal,3.32,0,0.0,21.65,34.17,55.0,1,103.67
bicycle,0.47,fish,0.15,coal,4.4,4,8000.0,34.64,11.67,98.0,1,148.33
bicycle,0.77,vegetables,0.9,grid_eu,4.73,1,2000.0,21.65,25.0,291.0,0,102.5
bicycle,1.23,dairy,0.75,grid_eu,2.77,1,2000.0,17.32,31.67,116.0,0,125.33
bus,13.77,fish,0.15,coal,6.35,1,2000.0,4.33,40.0,106.0,0,134.5
car_petrol,132.47,vegetables,0.9,natural_gas,4.09,8,16000.0,12.99,31.67,276.0,0,293.0
car_petrol,92.23,fish,0.15,coal,5.02,0,0.0,2.17,27.5,198.0,1,204.42
bicycle,1.73,fish,0.15,coal,4.86,8,16000.0,75.78,23.33,65.0,0,226.17
bicycle,1.27,dairy,0.75,coal,5.73,1,2000.0,90.93,35.0,250.0,0,213.25
bicycle,1.07,fish,0.15,grid_eu,5.01,0,0.0,90.93,36.67,283.0,0,178.33
bicycle,1.1,dairy,0.75,coal,6.14,0,0.0,45.47,7.5,94.0,0,112.0
car_diesel,168.83,vegetables,0.9,natural_gas,4.23,4,8000.0,60.62,26.67,172.0,0,306.75
bicycle,2.5,dairy,0.75,coal,5.79,8,16000.0,15.16,7.5,291.0,1,220.17
bus,40.27,dairy,0.75,coal,4.75,1,2000.0,4.33,5.0,199.0,0,153.92
bus,57.27,vegetables,0.9,coal,5.09,8,16000.0,17.32,6.67,85.0,0,196.08
bus,8.17,chicken,0.15,coal,4.35,0,0.0,15.16,5.83,243.0,0,92.92
car_ev,82.53,dairy,0.75,coal,4.76,8,16000.0,60.62,38.33,150.0,1,228.5
car_petrol,180.77,chicken,0.15,grid_eu,3.84,0,0.0,75.78,39.17,255.0,0,219.17
bus,33.03,vegetables,0.9,grid_eu,3.43,8,16000.0,15.16,0.83,129.0,0,130.83
bus,30.33,vegetables,0.9,coal,5.08,0,0.0,75.78,22.5,202.0,1,145.92
car_petrol,37.87,fish,0.15,natural_gas,4.6,4,8000.0,106.09,27.5,53.0,0,285.08
car_petrol,93.67,vegetables,0.9,coal,4.61,8,16000.0,21.65,31.67,165.0,0,300.08
car_petrol,257.13,dairy,0.75,coal,4.91,1,2000.0,75.78,19.17,227.0,0,321.25
bicycle,2.93,dairy,0.75,coal,3.51,0,0.0,4.33,6.67,103.0,1,72.5
car_petrol,228.23,dairy,0.75,grid_eu,5.14,8,16000.0,25.98,31.67,148.0,1,293.5
bus,60.87,chicken,0.15,coal,3.54,8,16000.0,2.17,23.33,103.0,0,211.75
bicycle,0.93,dairy,0.75,coal,5.91,4,8000.0,4.33,17.5,75.0,0,148.42
car_petrol,61.0,fish,0.15,coal,4.46,0,0.0,25.98,41.67,180.0,0,221.17
car_petrol,208.97,fish,0.15,coal,4.0,4,8000.0,75.78,30.0,118.0,1,274.0
bus,19.2,dairy,0.75,natural_gas,4.48,1,2000.0,30.31,38.33,248.0,0,194.17
bicycle,1.17,chicken,0.15,coal,2.79,1,2000.0,8.66,14.17,101.0,0,99.75
bus,59.03,fish,0.15,grid_eu,3.44,0,0.0,25.98,17.5,261.0,0,97.25
bicycle,1.67,chicken,0.15,coal,3.33,1,2000.0,6.5,1.67,258.0,1,134.75
car_petrol,189.8,chicken,0.15,coal,4.06,1,2000.0,21.65,5.0,229.0,0,237.08
bicycle,0.17,chicken,0.15,grid_eu,3.23,0,0.0,43.3,22.5,99.0,1,132.33
car_ev,215.8,dairy,0.75,coal,6.29,4,8000.0,21.65,20.83,161.0,0,171.42
bus,30.77,chicken,0.15,coal,4.41,8,16000.0,8.66,7.5,263.0,0,232.33
bus,14.2,chicken,0.15,coal,4.41,4,8000.0,45.47,34.17,242.0,0,268.67
bus,14.07,chicken,0.15,grid_eu,2.92,1,2000.0,106.09,18.33,85.0,0,174.75
bus,42.83,chicken,0.15,grid_eu,4.67,1,2000.0,8.66,30.0,167.0,0,113.83
bus,34.67,dairy,0.75,coal,4.27,4,8000.0,34.64,1.67,268.0,0,144.75
bus,30.6,dairy,0.75,natural_gas,3.82,4,8000.0,75.78,27.5,186.0,1,251.5
car_ev,327.13,fish,0.15,coal,4.54,1,2000.0,4.33,35.83,234.0,0,116.08
car_petrol,152.33,dairy,0.75,grid_eu,3.6,8,16000.0,2.17,30.0,173.0,0,290.83
bus,5.3,dairy,0.75,grid_eu,2.93,1,2000.0,10.82,34.17,249.0,1,133.17
car_petrol,243.83,chicken,0.15,natural_gas,3.53,1,2000.0,30.31,5.0,73.0,0,209.83
bus,51.97,fish,0.15,coal,4.68,4,8000.0,4.33,31.67,264.0,1,162.58
bicycle,2.9,vegetables,0.9,grid_eu,3.98,8,16000.0,10.82,41.67,265.0,0,212.17
car_ev,65.27,fish,0.15,grid_eu,5.0,1,2000.0,12.99,23.33,59.0,0,83.17
bicycle,0.4,dairy,0.75,coal,3.57,0,0.0,17.32,4.17,109.0,1,63.67
bus,59.7,fish,0.15,coal,3.97,4,8000.0,10.82,31.67,86.0,1,188.83
bicycle,2.4,chicken,0.15,coal,3.16,1,2000.0,2.17,10.83,69.0,0,90.42
bicycle,1.63,fish,0.15,coal,3.92,0,0.0,2.17,1.67,172.0,1,49.33
bus,32.03,fish,0.15,grid_eu,5.56,4,8000.0,10.82,24.17,189.0,1,105.58
bus,4.9,dairy,0.75,grid_eu,3.86,1,2000.0,75.78,20.0,285.0,1,152.83
car_petrol,87.53,vegetables,0.9,grid_eu,2.71,0,0.0,25.98,1.67,87.0,0,116.42
car_diesel,41.1,fish,0.15,coal,2.93,1,2000.0,25.98,30.83,283.0,0,162.5
car_ev,219.9,dairy,0.75,grid_eu,5.13,4,8000.0,75.78,37.5,283.0,0,180.75
car_diesel,48.97,dairy,0.75,coal,4.39,0,0.0,17.32,18.33,76.0,0,119.08
bicycle,1.67,vegetables,0.9,natural_gas,3.2,8,16000.0,8.66,12.5,136.0,1,194.08
car_diesel,139.3,vegetables,0.9,coal,4.74,0,0.0,4.33,5.83,246.0,1,204.08
car_petrol,86.37,fish,0.15,coal,5.11,0,0.0,60.62,20.0,271.0,1,233.17
car_petrol,285.37,vegetables,0.9,grid_eu,4.01,1,2000.0,25.98,10.83,178.0,0,363.25
bus,19.5,fish,0.15,grid_eu,4.19,0,0.0,21.65,10.0,260.0,1,77.58
bicycle,0.03,fish,0.15,grid_eu,5.2,4,8000.0,90.93,36.67,52.0,1,206.58
bicycle,0.83,fish,0.15,coal,2.92,4,8000.0,90.93,28.33,54.0,0,176.33
car_petrol,257.83,chicken,0.15,natural_gas,3.02,0,0.0,25.98,5.83,295.0,0,323.5
bicycle,0.83,chicken,0.15,coal,5.61,4,8000.0,4.33,5.0,154.0,0,124.58
bus,54.03,chicken,0.15,natural_gas,5.34,0,0.0,2.17,34.17,247.0,1,132.08
bus,31.23,fish,0.15,coal,4.27,8,16000.0,90.93,5.0,186.0,1,257.33
bicycle,1.1,vegetables,0.9,coal,3.98,0,0.0,25.98,1.67,136.0,0,91.25
car_petrol,96.17,vegetables,0.9,coal,4.35,1,2000.0,4.33,23.33,161.0,0,207.83
bus,59.0,chicken,0.15,grid_eu,3.57,8,16000.0,90.93,23.33,262.0,1,304.17
car_petrol,167.03,vegetables,0.9,coal,5.5,1,2000.0,2.17,22.5,181.0,1,205.5
car_petrol,251.07,vegetables,0.9,natural_gas,2.86,1,2000.0,43.3,30.0,72.0,1,421.0
bus,51.1,chicken,0.15,coal,3.94,1,2000.0,60.62,18.33,196.0,1,189.5
car_petrol,284.63,fish,0.15,coal,4.22,8,16000.0,25.98,26.67,270.0,0,336.83
bus,63.03,dairy,0.75,coal,2.73,8,16000.0,12.99,36.67,230.0,0,198.75
car_ev,163.2,fish,0.15,natural_gas,4.35,0,0.0,25.98,13.33,78.0,0,99.83
car_petrol,115.7,dairy,0.75,grid_eu,4.4,8,16000.0,90.93,38.33,223.0,0,347.17
car_ev,304.0,vegetables,0.9,coal,3.51,8,16000.0,12.99,25.83,162.0,0,216.08
car_petrol,254.97,dairy,0.75,coal,3.77,1,2000.0,17.32,1.67,239.0,0,201.0
bicycle,3.0,vegetables,0.9,coal,5.87,1,2000.0,2.17,5.0,195.0,0,102.83
car_diesel,298.7,fish,0.15,natural_gas,3.74,1,2000.0,90.93,37.5,181.0,0,344.17
bicycle,0.93,dairy,0.75,coal,5.19,1,2000.0,25.98,0.83,222.0,0,130.33
bus,38.67,vegetables,0.9,coal,2.91,0,0.0,25.98,29.17,74.0,1,125.58
bicycle,3.27,vegetables,0.9,natural_gas,4.3,0,0.0,8.66,35.83,182.0,0,122.42
bicycle,0.4,fish,0.15,coal,4.52,0,0.0,2.17,3.33,94.0,0,69.58
car_ev,290.43,chicken,0.15,coal,4.3,8,16000.0,12.99,37.5,171.0,1,278.0
bicycle,0.87,vegetables,0.9,natural_gas,4.46,1,2000.0,25.98,16.67,213.0,0,128.92
car_petrol,47.23,chicken,0.15,coal,3.48,4,8000.0,75.78,3.33,101.0,1,227.0
bicycle,2.33,vegetables,0.9,coal,4.16,1,2000.0,51.96,19.17,236.0,1,141.25
bicycle,2.87,fish,0.15,coal,5.44,0,0.0,17.32,18.33,273.0,1,161.5
bicycle,2.63,vegetables,0.9,coal,4.3,0,0.0,6.5,35.0,151.0,1,102.17
bicycle,2.43,vegetables,0.9,grid_eu,3.65,4,8000.0,25.98,29.17,249.0,0,147.58
bus,50.27,vegetables,0.9,coal,4.2,4,8000.0,17.32,19.17,189.0,0,174.67
bicycle,1.4,chicken,0.15,coal,3.06,8,16000.0,60.62,24.17,91.0,1,246.92
car_petrol,266.47,chicken,0.15,grid_eu,4.11,1,2000.0,75.78,2.5,192.0,0,294.83
bus,47.97,vegetables,0.9,grid_eu,4.28,1,2000.0,8.66,25.0,205.0,0,95.33
car_petrol,4.43,vegetables,0.9,grid_eu,4.63,0,0.0,15.16,5.0,277.0,1,57.42
bicycle,2.67,vegetables,0.9,grid_eu,5.97,0,0.0,4.33,27.5,239.0,0,85.08
bicycle,2.97,fish,0.15,coal,3.65,8,16000.0,45.47,1.67,174.0,0,192.33
car_petrol,26.67,vegetables,0.9,grid_eu,4.57,8,16000.0,2.17,18.33,70.0,1,186.42
bus,52.73,chicken,0.15,natural_gas,4.97,0,0.0,17.32,7.5,294.0,0,118.42
bus,21.17,chicken,0.15,coal,4.66,4,8000.0,90.93,30.0,285.0,0,252.58
bicycle,1.2,vegetables,0.9,natural_gas,4.92,1,2000.0,60.62,32.5,138.0,0,179.83
car_petrol,74.17,vegetables,0.9,coal,3.63,1,2000.0,30.31,0.83,106.0,0,211.33
car_diesel,54.73,vegetables,0.9,coal,6.22,0,0.0,8.66,30.83,61.0,0,149.42
car_petrol,278.17,vegetables,0.9,grid_eu,5.38,4,8000.0,17.32,28.33,94.0,0,291.83
bicycle,0.67,dairy,0.75,coal,6.33,0,0.0,60.62,30.83,224.0,0,155.67
bus,12.17,dairy,0.75,grid_eu,4.07,1,2000.0,21.65,7.5,216.0,0,95.08
bus,19.8,dairy,0.75,grid_eu,5.04,8,16000.0,25.98,25.0,70.0,1,168.67
bus,15.9,dairy,0.75,natural_gas,4.54,0,0.0,90.93,8.33,222.0,0,126.67
car_diesel,84.7,chicken,0.15,natural_gas,6.02,8,16000.0,6.5,1.67,226.0,0,244.83
car_petrol,248.0,vegetables,0.9,grid_eu,5.59,4,8000.0,43.3,39.17,209.0,0,255.0
bus,64.93,fish,0.15,grid_eu,4.22,0,0.0,21.65,38.33,276.0,0,100.83
car_petrol,145.17,chicken,0.15,coal,5.85,8,16000.0,12.99,2.5,264.0,0,272.67
bus,52.87,dairy,0.75,coal,4.82,4,8000.0,25.98,40.0,53.0,0,228.75
car_diesel,204.3,fish,0.15,coal,4.36,1,2000.0,25.98,29.17,235.0,0,337.17
bicycle,0.63,fish,0.15,natural_gas,3.76,4,8000.0,106.09,35.83,245.0,0,222.5
bicycle,1.03,chicken,0.15,natural_gas,4.79,1,2000.0,75.78,25.0,66.0,0,143.75
bicycle,2.8,chicken,0.15,coal,6.27,4,8000.0,75.78,25.0,276.0,0,212.33
car_petrol,118.97,chicken,0.15,natural_gas,4.86,0,0.0,12.99,40.0,179.0,0,176.58
car_diesel,178.53,fish,0.15,grid_eu,4.58,0,0.0,43.3,8.33,55.0,1,161.67
bus,5.17,vegetables,0.9,grid_eu,4.78,0,0.0,17.32,25.0,78.0,0,106.08
bus,62.83,vegetables,0.9,natural_gas,4.57,0,0.0,17.32,21.67,59.0,0,96.33
bicycle,0.67,fish,0.15,coal,6.19,0,0.0,30.31,29.17,176.0,0,144.5
bus,31.9,chicken,0.15,grid_eu,5.36,4,8000.0,106.09,41.67,252.0,0,226.0
bus,34.87,dairy,0.75,coal,3.86,0,0.0,4.33,21.67,284.0,1,83.58
car_petrol,185.63,chicken,0.15,grid_eu,5.85,8,16000.0,25.98,35.0,97.0,0,354.58
car_diesel,17.97,fish,0.15,grid_eu,4.91,4,8000.0,12.99,5.0,240.0,1,99.42
bus,22.4,fish,0.15,natural_gas,3.03,8,16000.0,12.99,40.83,162.0,1,272.67
bicycle,2.8,fish,0.15,coal,4.89,0,0.0,17.32,9.17,67.0,0,111.25
car_diesel,191.27,dairy,0.75,grid_eu,2.69,8,16000.0,12.99,30.83,56.0,1,263.67
bicycle,0.17,dairy,0.75,coal,5.21,4,8000.0,60.62,21.67,151.0,0,176.83
car_petrol,33.97,vegetables,0.9,coal,4.03,0,0.0,106.09,5.0,225.0,1,175.5
car_petrol,303.9,fish,0.15,coal,3.48,1,2000.0,60.62,14.17,52.0,1,438.17
bicycle,3.27,fish,0.15,coal,4.91,8,16000.0,21.65,7.5,183.0,1,188.58
car_petrol,199.47,fish,0.15,natural_gas,3.08,0,0.0,10.82,12.5,109.0,1,163.75
car_petrol,273.43,fish,0.15,coal,4.27,1,2000.0,8.66,40.83,175.0,0,276.42
bicycle,1.43,dairy,0.75,coal,4.06,8,16000.0,17.32,4.17,52.0,0,197.67
car_petrol,45.83,chicken,0.15,coal,4.86,8,16000.0,25.98,28.33,208.0,0,324.33
car_diesel,54.4,dairy,0.75,coal,4.71,0,0.0,15.16,2.5,124.0,1,104.67
bus,50.3,dairy,0.75,coal,4.69,8,16000.0,17.32,1.67,192.0,0,184.0
bus,57.27,vegetables,0.9,coal,4.44,1,2000.0,10.82,21.67,221.0,0,181.33
bicycle,1.37,chicken,0.15,natural_gas,5.16,4,8000.0,25.98,34.17,181.0,0,199.17
car_ev,83.2,vegetables,0.9,coal,3.27,8,16000.0,8.66,36.67,140.0,1,231.08
car_petrol,28.2,chicken,0.15,natural_gas,5.73,1,2000.0,25.98,8.33,299.0,1,182.58
bus,38.37,vegetables,0.9,coal,4.14,4,8000.0,4.33,16.67,62.0,1,157.33
bicycle,1.03,dairy,0.75,grid_eu,3.74,1,2000.0,34.64,40.0,122.0,0,194.83
car_diesel,58.83,chicken,0.15,coal,3.05,1,2000.0,4.33,38.33,284.0,0,224.0
bus,30.37,chicken,0.15,coal,4.45,8,16000.0,106.09,31.67,51.0,0,337.42
bicycle,2.03,fish,0.15,coal,5.17,8,16000.0,75.78,25.83,259.0,1,228.5
car_ev,141.87,chicken,0.15,coal,4.88,0,0.0,15.16,15.0,65.0,1,70.5
car_ev,46.07,chicken,0.15,grid_eu,3.19,0,0.0,12.99,18.33,144.0,0,61.25
bus,38.3,chicken,0.15,natural_gas,3.69,8,16000.0,17.32,38.33,95.0,0,229.67
bus,4.57,fish,0.15,grid_eu,5.82,1,2000.0,21.65,11.67,280.0,0,101.58
bus,61.0,fish,0.15,natural_gas,5.42,4,8000.0,15.16,18.33,53.0,1,174.42
car_petrol,93.67,fish,0.15,coal,3.74,0,0.0,25.98,35.0,188.0,0,154.17
car_petrol,172.07,vegetables,0.9,grid_eu,3.68,4,8000.0,15.16,35.0,240.0,0,259.17
bus,21.93,vegetables,0.9,grid_eu,3.25,0,0.0,15.16,41.67,283.0,1,99.75
bus,37.37,dairy,0.75,grid_eu,4.86,0,0.0,4.33,3.33,223.0,0,57.58
bicycle,2.47,dairy,0.75,grid_eu,4.46,8,16000.0,12.99,18.33,187.0,0,192.33
car_diesel,42.43,dairy,0.75,coal,5.39,1,2000.0,17.32,31.67,255.0,1,182.58
car_petrol,258.57,chicken,0.15,coal,4.69,0,0.0,43.3,29.17,139.0,0,348.83
car_petrol,325.73,chicken,0.15,grid_eu,2.83,8,16000.0,8.66,5.83,154.0,0,304.08
car_ev,280.0,chicken,0.15,coal,3.82,0,0.0,25.98,13.33,237.0,1,122.25
bus,21.73,dairy,0.75,coal,4.16,8,16000.0,8.66,14.17,135.0,1,197.83
bus,47.67,vegetables,0.9,coal,5.41,1,2000.0,34.64,4.17,94.0,0,134.67
car_ev,198.5,vegetables,0.9,natural_gas,4.14,0,0.0,4.33,40.0,225.0,1,137.0
bicycle,1.4,fish,0.15,coal,4.9,1,2000.0,106.09,35.0,87.0,1,219.67
bus,38.63,vegetables,0.9,coal,4.87,0,0.0,2.17,26.67,54.0,1,93.92
car_diesel,31.47,vegetables,0.9,grid_eu,5.01,8,16000.0,12.99,5.0,216.0,1,210.42
car_diesel,297.73,chicken,0.15,natural_gas,4.77,1,2000.0,106.09,27.5,93.0,0,370.0
car_petrol,183.57,vegetables,0.9,coal,2.79,1,2000.0,15.16,18.33,290.0,0,299.83
bus,13.47,vegetables,0.9,grid_eu,4.94,1,2000.0,51.96,10.0,154.0,0,95.08
bus,5.5,dairy,0.75,grid_eu,4.64,4,8000.0,106.09,15.0,258.0,0,195.25
bicycle,0.27,vegetables,0.9,grid_eu,4.08,4,8000.0,30.31,15.83,196.0,0,106.58
bicycle,2.97,chicken,0.15,natural_gas,3.18,1,2000.0,30.31,23.33,87.0,0,106.58
bus,63.03,fish,0.15,coal,4.05,4,8000.0,8.66,39.17,207.0,0,242.33
bus,42.7,fish,0.15,natural_gas,3.65,0,0.0,60.62,21.67,178.0,0,165.08
bicycle,0.97,vegetables,0.9,coal,3.34,8,16000.0,90.93,9.17,194.0,1,186.83
bus,39.67,fish,0.15,natural_gas,5.45,1,2000.0,60.62,31.67,236.0,1,202.83
bicycle,0.0,dairy,0.75,coal,2.88,8,16000.0,90.93,15.83,269.0,0,268.33
bus,28.73,vegetables,0.9,natural_gas,4.6,0,0.0,30.31,10.0,89.0,0,96.67
car_petrol,96.6,vegetables,0.9,grid_eu,4.24,0,0.0,25.98,33.33,144.0,0,202.67
bus,0.23,dairy,0.75,natural_gas,6.0,8,16000.0,17.32,37.5,233.0,1,244.25
bicycle,1.13,fish,0.15,coal,4.22,1,2000.0,25.98,11.67,208.0,0,132.33
bus,18.93,chicken,0.15,grid_eu,4.21,8,16000.0,17.32,19.17,90.0,0,186.33
car_ev,182.67,fish,0.15,coal,4.62,0,0.0,15.16,40.83,99.0,1,102.58
car_ev,246.93,dairy,0.75,grid_eu,4.67,8,16000.0,4.33,36.67,246.0,0,159.42
car_petrol,166.0,vegetables,0.9,coal,3.58,1,2000.0,12.99,39.17,158.0,1,240.83
bus,44.73,chicken,0.15,grid_eu,3.02,0,0.0,12.99,35.83,190.0,1,89.25
bus,37.77,chicken,0.15,grid_eu,4.21,0,0.0,12.99,30.0,133.0,0,119.0
car_petrol,131.53,fish,0.15,grid_eu,4.76,1,2000.0,51.96,1.67,222.0,0,189.83
bicycle,0.8,vegetables,0.9,coal,3.98,1,2000.0,60.62,41.67,176.0,1,217.5
car_diesel,146.07,fish,0.15,coal,5.29,8,16000.0,8.66,26.67,82.0,0,274.33
car_diesel,229.83,vegetables,0.9,coal,6.43,1,2000.0,15.16,38.33,295.0,1,297.17
bicycle,1.4,dairy,0.75,natural_gas,2.99,1,2000.0,17.32,16.67,101.0,1,110.83
car_petrol,123.7,dairy,0.75,grid_eu,3.79,8,16000.0,4.33,16.67,166.0,0,235.92
car_petrol,117.93,fish,0.15,coal,3.69,0,0.0,6.5,17.5,193.0,1,121.0
bicycle,1.93,chicken,0.15,grid_eu,5.28,0,0.0,90.93,25.83,193.0,0,153.58
car_petrol,262.53,dairy,0.75,grid_eu,4.17,1,2000.0,25.98,25.83,194.0,0,392.25
bus,10.87,fish,0.15,grid_eu,3.93,8,16000.0,10.82,37.5,253.0,1,217.0
bus,56.87,fish,0.15,natural_gas,5.73,8,16000.0,30.31,20.0,128.0,0,275.67
bus,8.03,fish,0.15,coal,5.38,0,0.0,15.16,26.67,125.0,0,91.92
bicycle,3.13,vegetables,0.9,grid_eu,5.81,8,16000.0,4.33,39.17,68.0,0,203.17
car_petrol,79.33,dairy,0.75,natural_gas,4.73,4,8000.0,25.98,17.5,57.0,1,164.0
car_petrol,136.5,dairy,0.75,grid_eu,3.69,8,16000.0,4.33,20.0,147.0,0,291.42
car_petrol,199.37,vegetables,0.9,coal,3.19,8,16000.0,106.09,12.5,295.0,1,377.42
car_ev,71.0,fish,0.15,natural_gas,2.91,0,0.0,45.47,5.83,122.0,1,82.75
bicycle,3.07,chicken,0.15,coal,5.52,1,2000.0,60.62,41.67,251.0,0,158.83
bicycle,2.27,fish,0.15,grid_eu,5.51,1,2000.0,34.64,24.17,260.0,1,107.92
car_petrol,201.4,fish,0.15,coal,4.87,0,0.0,25.98,3.33,212.0,1,217.0
car_ev,118.33,chicken,0.15,coal,4.17,8,16000.0,43.3,26.67,209.0,0,282.42
bicycle,2.53,chicken,0.15,grid_eu,4.93,1,2000.0,6.5,16.67,84.0,0,93.0
car_petrol,121.03,dairy,0.75,coal,3.42,1,2000.0,17.32,17.5,96.0,0,206.17
bicycle,2.57,dairy,0.75,natural_gas,4.4,1,2000.0,34.64,23.33,113.0,0,132.17
bus,35.47,chicken,0.15,natural_gas,4.42,1,2000.0,60.62,32.5,207.0,0,162.83
car_diesel,153.97,dairy,0.75,grid_eu,4.46,1,2000.0,51.96,35.83,179.0,0,292.42
car_diesel,107.6,chicken,0.15,grid_eu,5.44,4,8000.0,8.66,2.5,240.0,1,195.25
bus,47.47,chicken,0.15,coal,3.61,4,8000.0,30.31,27.5,76.0,0,199.08
bus,21.0,dairy,0.75,coal,3.14,1,2000.0,8.66,3.33,268.0,1,125.83
car_petrol,218.23,fish,0.15,coal,4.62,4,8000.0,34.64,39.17,144.0,1,464.33
car_ev,177.8,fish,0.15,coal,3.54,4,8000.0,4.33,35.0,149.0,0,177.25
car_ev,230.57,fish,0.15,coal,4.64,4,8000.0,60.62,21.67,85.0,0,173.08
bus,21.7,dairy,0.75,natural_gas,6.22,8,16000.0,2.17,37.5,280.0,1,264.17
bicycle,0.67,vegetables,0.9,grid_eu,5.26,0,0.0,17.32,14.17,147.0,0,91.33
bus,46.43,vegetables,0.9,coal,4.29,4,8000.0,12.99,4.17,202.0,0,137.5
bus,35.4,dairy,0.75,grid_eu,4.34,8,16000.0,15.16,28.33,223.0,0,177.67
car_petrol,279.0,fish,0.15,coal,4.86,4,8000.0,75.78,11.67,70.0,1,282.33
car_petrol,263.27,vegetables,0.9,coal,6.06,1,2000.0,90.93,20.0,201.0,0,235.75
bus,33.67,chicken,0.15,coal,2.99,0,0.0,12.99,30.0,292.0,0,165.75
bicycle,2.2,dairy,0.75,coal,4.16,4,8000.0,6.5,34.17,60.0,0,134.75
bicycle,2.17,vegetables,0.9,coal,3.44,8,16000.0,17.32,24.17,74.0,0,205.83
bus,29.37,chicken,0.15,natural_gas,4.56,4,8000.0,12.99,40.0,59.0,1,185.42
